bc,dealerId,date,metric,flagAnomaly,forecast,isAnomalyValue,lowerBound,severityScore,upperBound,value,zScore
mabc,mabc,3/14/2017 0:00,event1,0,660,,557,0,763,709,0.95
mabc,mabc,3/14/2017 0:00,event2,0,"25,929.00",,"23,480.00",0,"28,379.00","26,956.00",0.84
mabc,mabc,3/14/2017 0:00,pageviews,0,"323,320.00",,"291,590.00",1,"355,050.00","343,525.00",1.27
mabc,mabc,3/14/2017 0:00,ppv,0,5.18,,4.98,1,5.39,5.3,1.14
mabc,mabc,3/14/2017 0:00,sni,0,"21,232.00",,"18,940.00",1,"23,525.00","23,097.00",1.63
mabc,mabc,3/14/2017 0:00,uniquevisitors,0,"52,322.00",,"46,712.00",1,"57,932.00","55,534.00",1.15
mabc,mabc,3/14/2017 0:00,vdp,1,"16,697.00","18,435.00","15,086.00",2,"18,309.00","18,435.00",2.16
mabc,mabc,3/14/2017 0:00,visits,0,"61,897.00",,"55,295.00",0,"68,499.00","64,824.00",0.89
mabc,mabc,3/15/2017 0:00,bouncerate,0,30.61,,28.07,0,33.16,29.92,-0.54
mabc,mabc,3/15/2017 0:00,event1,1,677,806,571,2,782,806,2.46
mabc,mabc,3/15/2017 0:00,event2,0,"25,793.00",,"23,367.00",1,"28,218.00","27,937.00",1.77
mabc,mabc,3/15/2017 0:00,pageviews,0,"334,233.00",,"302,259.00",1,"366,208.00","355,854.00",1.35
mabc,mabc,3/15/2017 0:00,ppv,0,5.18,,4.98,0,5.38,5.19,0.09
mabc,mabc,3/15/2017 0:00,sni,0,"22,741.00",,"20,400.00",0,"25,082.00","23,697.00",0.82
mabc,mabc,3/15/2017 0:00,uniquevisitors,0,"55,889.00",,"50,259.00",0,"61,519.00","58,037.00",0.76
mabc,mabc,3/15/2017 0:00,vdp,0,"17,481.00",,"15,729.00",1,"19,234.00","18,740.00",1.44
mabc,mabc,3/15/2017 0:00,visits,0,"64,675.00",,"58,096.00",1,"71,254.00","68,572.00",1.18
mabc,mabc,3/16/2017 0:00,bouncerate,0,31.16,,28.59,0,33.72,30.66,-0.39
mabc,mabc,3/16/2017 0:00,event1,0,707,,592,1,821,790,1.46
mabc,mabc,3/16/2017 0:00,event2,0,"27,166.00",,"24,543.00",0,"29,788.00","28,179.00",0.77
mabc,mabc,3/16/2017 0:00,pageviews,0,"361,511.00",,"329,212.00",0,"393,811.00","363,464.00",0.12
mabc,mabc,3/16/2017 0:00,ppv,0,5.14,,4.94,0,5.34,5.08,-0.59
mabc,mabc,3/16/2017 0:00,sni,0,"24,473.00",,"22,144.00",0,"26,803.00","24,236.00",-0.2
mabc,mabc,3/16/2017 0:00,uniquevisitors,0,"59,330.00",,"53,733.00",0,"64,927.00","60,219.00",0.32
mabc,mabc,3/16/2017 0:00,vdp,0,"19,138.00",,"17,194.00",0,"21,082.00","18,695.00",-0.46
mabc,mabc,3/16/2017 0:00,visits,0,"70,360.00",,"63,750.00",0,"76,970.00","71,538.00",0.36
mabc,mabc,3/17/2017 0:00,bouncerate,0,30.19,,27.73,1,32.64,32.29,1.72
mabc,mabc,3/17/2017 0:00,event1,0,718,,600,0,836,708,-0.17
mabc,mabc,3/17/2017 0:00,event2,0,"28,573.00",,"25,830.00",0,"31,317.00","29,452.00",0.64
mabc,mabc,3/17/2017 0:00,pageviews,0,"372,735.00",,"340,857.00",0,"404,613.00","372,617.00",-0.01
mabc,mabc,3/17/2017 0:00,ppv,0,5.12,,4.92,1,5.32,5.02,-1.04
mabc,mabc,3/17/2017 0:00,sni,0,"24,639.00",,"22,339.00",0,"26,939.00","24,739.00",0.09
mabc,mabc,3/17/2017 0:00,uniquevisitors,0,"61,172.00",,"55,643.00",0,"66,702.00","62,817.00",0.59
mabc,mabc,3/17/2017 0:00,vdp,0,"19,413.00",,"17,462.00",0,"21,364.00","18,753.00",-0.68
mabc,mabc,3/17/2017 0:00,visits,0,"72,675.00",,"66,142.00",0,"79,208.00","74,288.00",0.49
mabc,mabc,3/18/2017 0:00,bouncerate,1,29.92,32.94,27.43,2,32.42,32.94,2.42
mabc,mabc,3/18/2017 0:00,event1,0,698,,585,1,812,787,1.56
mabc,mabc,3/18/2017 0:00,event2,0,"28,874.00",,"26,124.00",0,"31,625.00","29,614.00",0.54
mabc,mabc,3/18/2017 0:00,pageviews,0,"388,725.00",,"357,259.00",1,"420,192.00","405,622.00",1.07
mabc,mabc,3/18/2017 0:00,ppv,0,5.19,,4.99,1,5.39,5.03,-1.57
mabc,mabc,3/18/2017 0:00,sni,0,"26,471.00",,"24,201.00",1,"28,742.00","27,872.00",1.23
mabc,mabc,3/18/2017 0:00,uniquevisitors,0,"63,115.00",,"57,633.00",1,"68,598.00","67,889.00",1.74
mabc,mabc,3/18/2017 0:00,vdp,0,"20,837.00",,"18,758.00",1,"22,916.00","21,901.00",1.02
mabc,mabc,3/18/2017 0:00,visits,0,"75,544.00",,"69,075.00",1,"82,013.00","80,593.00",1.56
mabc,mabc,3/19/2017 0:00,bouncerate,0,33.11,,30.26,0,35.96,32.22,-0.62
mabc,mabc,3/19/2017 0:00,event1,0,671,,561,0,782,663,-0.14
mabc,mabc,3/19/2017 0:00,event2,0,"25,314.00",,"22,925.00",0,"27,704.00","26,098.00",0.66
mabc,mabc,3/19/2017 0:00,pageviews,0,"346,172.00",,"314,663.00",0,"377,681.00","348,333.00",0.14
mabc,mabc,3/19/2017 0:00,ppv,0,5.19,,4.99,1,5.39,5.34,1.49
mabc,mabc,3/19/2017 0:00,sni,0,"24,096.00",,"21,813.00",0,"26,380.00","23,840.00",-0.22
mabc,mabc,3/19/2017 0:00,uniquevisitors,0,"59,613.00",,"54,001.00",0,"65,226.00","57,297.00",-0.83
mabc,mabc,3/19/2017 0:00,vdp,0,"18,861.00",,"16,979.00",0,"20,743.00","18,909.00",0.05
mabc,mabc,3/19/2017 0:00,visits,0,"67,561.00",,"60,985.00",0,"74,137.00","65,248.00",-0.7
mabc,mabc,3/20/2017 0:00,bouncerate,0,31.87,,29.14,0,34.59,32,0.09
mabc,mabc,3/20/2017 0:00,event1,0,869,,727,0,"1,010.00",894,0.35
mabc,mabc,3/20/2017 0:00,event2,0,"31,271.00",,"28,340.00",0,"34,201.00","31,113.00",-0.11
mabc,mabc,3/20/2017 0:00,pageviews,0,"416,426.00",,"385,297.00",1,"447,556.00","395,427.00",-1.35
mabc,mabc,3/20/2017 0:00,ppv,0,5.05,,4.85,0,5.26,4.96,-0.85
mabc,mabc,3/20/2017 0:00,sni,0,"27,406.00",,"25,149.00",0,"29,663.00","26,466.00",-0.83
mabc,mabc,3/20/2017 0:00,uniquevisitors,0,"67,839.00",,"62,251.00",0,"73,428.00","66,574.00",-0.45
mabc,mabc,3/20/2017 0:00,vdp,0,"20,973.00",,"18,906.00",0,"23,040.00","20,513.00",-0.45
mabc,mabc,3/20/2017 0:00,visits,0,"81,330.00",,"74,796.00",0,"87,864.00","79,718.00",-0.49
mabc,mabc,3/21/2017 0:00,bouncerate,0,31.74,,29.06,0,34.42,32.1,0.27
mabc,mabc,3/21/2017 0:00,event1,0,793,,666,0,921,841,0.75
mabc,mabc,3/21/2017 0:00,event2,0,"29,323.00",,"26,608.00",0,"32,039.00","28,405.00",-0.68
mabc,mabc,3/21/2017 0:00,pageviews,0,"365,036.00",,"333,631.00",0,"396,441.00","377,631.00",0.8
mabc,mabc,3/21/2017 0:00,ppv,0,5.03,,4.83,0,5.24,4.96,-0.68
mabc,mabc,3/21/2017 0:00,sni,0,"24,120.00",,"21,872.00",1,"26,368.00","25,538.00",1.26
mabc,mabc,3/21/2017 0:00,uniquevisitors,0,"61,407.00",,"55,872.00",1,"66,942.00","64,224.00",1.02
mabc,mabc,3/21/2017 0:00,vdp,0,"18,756.00",,"16,925.00",0,"20,587.00","19,453.00",0.76
mabc,mabc,3/21/2017 0:00,visits,0,"72,510.00",,"66,036.00",1,"78,984.00","76,160.00",1.13
mabc,mabc,3/22/2017 0:00,bouncerate,0,32.32,,29.62,0,35.02,31.89,-0.32
mabc,mabc,3/22/2017 0:00,event1,0,788,,662,1,914,868,1.27
mabc,mabc,3/22/2017 0:00,event2,0,"28,126.00",,"25,539.00",0,"30,714.00","28,139.00",0.01
mabc,mabc,3/22/2017 0:00,pageviews,0,"368,340.00",,"337,075.00",0,"399,606.00","378,042.00",0.62
mabc,mabc,3/22/2017 0:00,ppv,0,4.89,,4.69,0,5.1,4.98,0.87
mabc,mabc,3/22/2017 0:00,sni,0,"25,182.00",,"22,920.00",1,"27,443.00","26,350.00",1.03
mabc,mabc,3/22/2017 0:00,uniquevisitors,0,"64,579.00",,"59,044.00",0,"70,114.00","64,243.00",-0.12
mabc,mabc,3/22/2017 0:00,vdp,0,"18,762.00",,"16,940.00",1,"20,583.00","19,689.00",1.02
mabc,mabc,3/22/2017 0:00,visits,0,"76,003.00",,"69,512.00",0,"82,494.00","75,889.00",-0.04
mabc,mabc,3/23/2017 0:00,bouncerate,0,33.09,,30.36,1,35.83,30.7,-1.75
mabc,mabc,3/23/2017 0:00,event1,0,809,,679,0,939,806,-0.05
mabc,mabc,3/23/2017 0:00,event2,1,"28,679.00","5,030.00","26,071.00",10,"31,288.00","5,030.00",-18.13
mabc,mabc,3/23/2017 0:00,pageviews,0,"383,699.00",,"352,658.00",0,"414,739.00","387,411.00",0.24
mabc,mabc,3/23/2017 0:00,ppv,1,4.9,5.14,4.69,2,5.1,5.14,2.43
mabc,mabc,3/23/2017 0:00,sni,0,"27,126.00",,"24,864.00",0,"29,389.00","26,413.00",-0.63
mabc,mabc,3/23/2017 0:00,uniquevisitors,0,"65,536.00",,"60,064.00",0,"71,008.00","63,246.00",-0.84
mabc,mabc,3/23/2017 0:00,vdp,0,"20,136.00",,"18,181.00",0,"22,091.00","20,052.00",-0.09
mabc,mabc,3/23/2017 0:00,visits,0,"77,723.00",,"71,307.00",0,"84,140.00","75,333.00",-0.74
mabc,mabc,3/24/2017 0:00,bouncerate,0,31.18,,28.55,0,33.82,32.17,0.75
mabc,mabc,3/24/2017 0:00,event1,0,790,,664,0,915,777,-0.21
mabc,mabc,3/24/2017 0:00,event2,1,"28,091.00","1,982.00","25,457.00",10,"30,726.00","1,982.00",-19.82
mabc,mabc,3/24/2017 0:00,pageviews,0,"396,682.00",,"365,969.00",0,"427,395.00","400,604.00",0.26
mabc,mabc,3/24/2017 0:00,ppv,0,5.02,,4.81,0,5.23,5.05,0.26
mabc,mabc,3/24/2017 0:00,sni,0,"26,816.00",,"24,569.00",0,"29,063.00","27,854.00",0.92
mabc,mabc,3/24/2017 0:00,uniquevisitors,0,"64,200.00",,"58,747.00",0,"69,652.00","66,543.00",0.86
mabc,mabc,3/24/2017 0:00,vdp,0,"20,716.00",,"18,727.00",0,"22,705.00","20,581.00",-0.14
mabc,mabc,3/24/2017 0:00,visits,0,"76,513.00",,"70,130.00",0,"82,896.00","79,370.00",0.9
mabc,mabc,3/25/2017 0:00,bouncerate,0,30.09,,27.56,1,32.62,31.92,1.45
mabc,mabc,3/25/2017 0:00,event1,0,767,,646,1,888,680,-1.44
mabc,mabc,3/25/2017 0:00,event2,1,"27,038.00",617,"24,425.00",10,"29,651.00",617,-20.22
mabc,mabc,3/25/2017 0:00,pageviews,1,"420,553.00","384,461.00","390,154.00",2,"450,951.00","384,461.00",-2.37
mabc,mabc,3/25/2017 0:00,ppv,0,5.17,,4.96,1,5.37,5.01,-1.59
mabc,mabc,3/25/2017 0:00,sni,1,"29,683.00","26,731.00","27,441.00",2,"31,925.00","26,731.00",-2.63
mabc,mabc,3/25/2017 0:00,uniquevisitors,0,"66,842.00",,"61,406.00",1,"72,277.00","63,879.00",-1.09
mabc,mabc,3/25/2017 0:00,vdp,0,"22,587.00",,"20,442.00",1,"24,733.00","21,039.00",-1.44
mabc,mabc,3/25/2017 0:00,visits,0,"80,613.00",,"74,246.00",1,"86,981.00","76,724.00",-1.22
mabc,mabc,3/26/2017 0:00,bouncerate,0,32.85,,30.06,0,35.64,32.51,-0.24
mabc,mabc,3/26/2017 0:00,event1,0,680,,572,0,789,688,0.15
mabc,mabc,3/26/2017 0:00,event2,1,"20,579.00",73,"18,532.00",10,"22,627.00",73,-20.03
mabc,mabc,3/26/2017 0:00,pageviews,0,"326,142.00",,"294,838.00",1,"357,446.00","355,084.00",1.85
mabc,mabc,3/26/2017 0:00,ppv,0,5.22,,5.01,0,5.43,5.28,0.61
mabc,mabc,3/26/2017 0:00,sni,0,"23,296.00",,"20,987.00",1,"25,605.00","24,526.00",1.07
mabc,mabc,3/26/2017 0:00,uniquevisitors,0,"55,603.00",,"50,160.00",1,"61,047.00","58,445.00",1.04
mabc,mabc,3/26/2017 0:00,vdp,1,"18,342.00","20,409.00","16,581.00",2,"20,103.00","20,409.00",2.35
mabc,mabc,3/26/2017 0:00,visits,0,"63,794.00",,"57,397.00",1,"70,190.00","67,204.00",1.07
mabc,mabc,3/27/2017 0:00,bouncerate,0,31.96,,29.27,0,34.65,32.74,0.58
mabc,mabc,3/27/2017 0:00,event1,0,888,,748,0,"1,028.00",931,0.61
mabc,mabc,3/27/2017 0:00,event2,1,"22,667.00",45,"20,346.00",10,"24,988.00",45,-19.49
mabc,mabc,3/27/2017 0:00,pageviews,0,"416,244.00",,"384,204.00",0,"448,284.00","426,177.00",0.62
mabc,mabc,3/27/2017 0:00,ppv,0,4.99,,4.79,0,5.2,4.98,-0.05
mabc,mabc,3/27/2017 0:00,sni,0,"27,792.00",,"25,481.00",0,"30,104.00","27,973.00",0.16
mabc,mabc,3/27/2017 0:00,uniquevisitors,0,"68,987.00",,"63,541.00",0,"74,433.00","70,638.00",0.61
mabc,mabc,3/27/2017 0:00,vdp,0,"21,732.00",,"19,585.00",0,"23,879.00","22,271.00",0.5
mabc,mabc,3/27/2017 0:00,visits,0,"83,218.00",,"76,816.00",0,"89,621.00","85,498.00",0.71
mabc,mabc,3/28/2017 0:00,bouncerate,0,32.26,,29.57,0,34.95,32.25,-0.01
mabc,mabc,3/28/2017 0:00,event1,0,816,,688,0,944,838,0.34
mabc,mabc,3/28/2017 0:00,event2,1,"19,528.00",45,"17,471.00",10,"21,585.00",45,-18.94
mabc,mabc,3/28/2017 0:00,pageviews,0,"400,173.00",,"368,340.00",0,"432,006.00","414,914.00",0.93
mabc,mabc,3/28/2017 0:00,ppv,0,5.06,,4.86,0,5.27,5.07,0.14
mabc,mabc,3/28/2017 0:00,sni,0,"25,974.00",,"23,685.00",1,"28,262.00","27,615.00",1.43
mabc,mabc,3/28/2017 0:00,uniquevisitors,0,"65,471.00",,"60,061.00",1,"70,881.00","68,226.00",1.02
mabc,mabc,3/28/2017 0:00,vdp,0,"20,583.00",,"18,565.00",0,"22,600.00","21,245.00",0.66
mabc,mabc,3/28/2017 0:00,visits,0,"78,247.00",,"71,878.00",1,"84,616.00","81,757.00",1.1
mabc,mabc,3/29/2017 0:00,bouncerate,0,32.6,,29.91,0,35.3,33.84,0.92
mabc,mabc,3/29/2017 0:00,event1,0,829,,700,1,958,933,1.61
mabc,mabc,3/29/2017 0:00,event2,1,"18,289.00",24,"16,308.00",10,"20,269.00",24,-18.45
mabc,mabc,3/29/2017 0:00,pageviews,0,"410,461.00",,"378,684.00",1,"442,238.00","392,278.00",-1.14
mabc,mabc,3/29/2017 0:00,ppv,0,4.99,,4.79,0,5.2,4.94,-0.47
mabc,mabc,3/29/2017 0:00,sni,0,"27,531.00",,"25,221.00",1,"29,841.00","25,812.00",-1.49
mabc,mabc,3/29/2017 0:00,uniquevisitors,0,"68,581.00",,"63,171.00",0,"73,990.00","66,458.00",-0.78
mabc,mabc,3/29/2017 0:00,vdp,0,"20,874.00",,"18,840.00",0,"22,909.00","20,356.00",-0.51
mabc,mabc,3/29/2017 0:00,visits,0,"81,599.00",,"75,220.00",0,"87,979.00","79,398.00",-0.69
mabc,mabc,3/30/2017 0:00,bouncerate,0,34.46,,31.62,0,37.31,33.14,-0.93
mabc,mabc,3/30/2017 0:00,event1,0,868,,731,1,"1,005.00",779,-1.3
mabc,mabc,3/30/2017 0:00,event2,1,"16,547.00",37,"14,706.00",10,"18,388.00",37,-17.94
mabc,mabc,3/30/2017 0:00,pageviews,0,"397,597.00",,"365,740.00",0,"429,454.00","392,930.00",-0.29
mabc,mabc,3/30/2017 0:00,ppv,0,4.9,,4.69,0,5.1,4.92,0.23
mabc,mabc,3/30/2017 0:00,sni,0,"26,403.00",,"24,067.00",0,"28,739.00","26,993.00",0.51
mabc,mabc,3/30/2017 0:00,uniquevisitors,0,"67,751.00",,"62,363.00",0,"73,139.00","66,759.00",-0.37
mabc,mabc,3/30/2017 0:00,vdp,0,"20,702.00",,"18,699.00",0,"22,704.00","20,630.00",-0.07
mabc,mabc,3/30/2017 0:00,visits,0,"81,255.00",,"74,910.00",0,"87,601.00","79,810.00",-0.46
mabc,mabc,3/31/2017 0:00,bouncerate,0,33.26,,30.52,0,36,32.57,-0.5
mabc,mabc,3/31/2017 0:00,event1,0,787,,662,1,912,718,-1.1
mabc,mabc,3/31/2017 0:00,event2,1,"14,928.00",19,"13,222.00",10,"16,634.00",19,-17.48
mabc,mabc,3/31/2017 0:00,pageviews,0,"400,972.00",,"369,397.00",0,"432,547.00","390,745.00",-0.65
mabc,mabc,3/31/2017 0:00,ppv,0,4.9,,4.7,1,5.1,5.01,1.08
mabc,mabc,3/31/2017 0:00,sni,0,"27,534.00",,"25,216.00",0,"29,853.00","26,498.00",-0.89
mabc,mabc,3/31/2017 0:00,uniquevisitors,0,"67,713.00",,"62,370.00",1,"73,056.00","64,249.00",-1.3
mabc,mabc,3/31/2017 0:00,vdp,0,"21,191.00",,"19,161.00",0,"23,222.00","21,775.00",0.58
mabc,mabc,3/31/2017 0:00,visits,0,"80,982.00",,"74,685.00",0,"87,278.00","78,020.00",-0.94
mabc,mabc,4/1/2017 0:00,bouncerate,0,31.07,,28.53,0,33.61,31.62,0.43
mabc,mabc,4/1/2017 0:00,event1,1,727,555,612,2,843,555,-2.97
mabc,mabc,4/1/2017 0:00,event2,1,"13,404.00",12,"11,832.00",10,"14,976.00",12,-17.04
mabc,mabc,4/1/2017 0:00,pageviews,1,"406,081.00","354,817.00","374,685.00",3,"437,478.00","354,817.00",-3.27
mabc,mabc,4/1/2017 0:00,ppv,0,5.1,,4.9,0,5.3,5.02,-0.84
mabc,mabc,4/1/2017 0:00,sni,1,"28,186.00","23,662.00","25,873.00",3,"30,500.00","23,662.00",-3.91
mabc,mabc,4/1/2017 0:00,uniquevisitors,1,"64,865.00","58,987.00","59,491.00",2,"70,239.00","58,987.00",-2.19
mabc,mabc,4/1/2017 0:00,vdp,1,"23,416.00","19,103.00","21,187.00",3,"25,645.00","19,103.00",-3.87
mabc,mabc,4/1/2017 0:00,visits,1,"79,473.00","70,735.00","73,186.00",2,"85,761.00","70,735.00",-2.78
mabc,mabc,4/2/2017 0:00,bouncerate,0,32.99,,30.31,0,35.67,31.91,-0.81
mabc,mabc,4/2/2017 0:00,event1,1,626,512,524,2,728,512,-2.24
mabc,mabc,4/2/2017 0:00,event2,1,"10,004.00",18,"8,800.00",10,"11,207.00",18,-16.6
mabc,mabc,4/2/2017 0:00,pageviews,1,"314,592.00","275,388.00","282,380.00",2,"346,804.00","275,388.00",-2.43
mabc,mabc,4/2/2017 0:00,ppv,0,5.21,,5.01,0,5.4,5.28,0.77
mabc,mabc,4/2/2017 0:00,sni,1,"22,084.00","18,259.00","19,711.00",3,"24,458.00","18,259.00",-3.22
mabc,mabc,4/2/2017 0:00,uniquevisitors,0,"51,210.00",,"45,697.00",1,"56,723.00","45,708.00",-2
mabc,mabc,4/2/2017 0:00,vdp,1,"19,202.00","14,623.00","17,327.00",4,"21,077.00","14,623.00",-4.88
mabc,mabc,4/2/2017 0:00,visits,1,"59,646.00","52,122.00","53,196.00",2,"66,097.00","52,122.00",-2.33
mabc,mabc,4/3/2017 0:00,bouncerate,0,31.62,,29.06,0,34.18,30.51,-0.87
mabc,mabc,4/3/2017 0:00,event1,0,788,,656,0,920,743,-0.68
mabc,mabc,4/3/2017 0:00,event2,1,"10,715.00",18,"9,393.00",10,"12,037.00",18,-16.18
mabc,mabc,4/3/2017 0:00,pageviews,0,"345,375.00",,"312,342.00",0,"378,409.00","352,436.00",0.43
mabc,mabc,4/3/2017 0:00,ppv,0,4.99,,4.79,0,5.19,5.02,0.28
mabc,mabc,4/3/2017 0:00,sni,0,"23,103.00",,"20,668.00",0,"25,537.00","22,366.00",-0.61
mabc,mabc,4/3/2017 0:00,uniquevisitors,0,"55,958.00",,"50,305.00",0,"61,611.00","58,312.00",0.83
mabc,mabc,4/3/2017 0:00,vdp,1,"19,554.00","17,277.00","17,596.00",2,"21,513.00","17,277.00",-2.32
mabc,mabc,4/3/2017 0:00,visits,0,"69,026.00",,"62,411.00",0,"75,642.00","70,235.00",0.37
mabc,mabc,4/4/2017 0:00,bouncerate,0,30.68,,28.2,0,33.15,30.26,-0.34
mabc,mabc,4/4/2017 0:00,event1,0,706,,589,0,824,732,0.44
mabc,mabc,4/4/2017 0:00,event2,1,"8,994.00",7,"7,856.00",10,"10,132.00",7,-15.79
mabc,mabc,4/4/2017 0:00,pageviews,0,"328,189.00",,"295,400.00",1,"360,979.00","350,046.00",1.33
mabc,mabc,4/4/2017 0:00,ppv,0,5.08,,4.88,0,5.28,5.12,0.4
mabc,mabc,4/4/2017 0:00,sni,0,"20,760.00",,"18,340.00",1,"23,180.00","22,071.00",1.08
mabc,mabc,4/4/2017 0:00,uniquevisitors,0,"53,688.00",,"48,052.00",1,"59,324.00","57,146.00",1.23
mabc,mabc,4/4/2017 0:00,vdp,0,"16,431.00",,"14,744.00",0,"18,118.00","17,007.00",0.68
mabc,mabc,4/4/2017 0:00,visits,0,"64,048.00",,"57,484.00",1,"70,612.00","68,364.00",1.32
mabc,mabc,4/5/2017 0:00,bouncerate,0,30.75,,28.29,0,33.22,30.86,0.09
mabc,mabc,4/5/2017 0:00,event1,0,716,,598,0,834,737,0.36
mabc,mabc,4/5/2017 0:00,event2,1,"7,779.00",10,"6,771.00",10,"8,787.00",10,-15.41
mabc,mabc,4/5/2017 0:00,pageviews,0,"343,822.00",,"310,830.00",0,"376,815.00","331,779.00",-0.73
mabc,mabc,4/5/2017 0:00,ppv,0,5.03,,4.83,0,5.23,5.05,0.16
mabc,mabc,4/5/2017 0:00,sni,0,"21,734.00",,"19,311.00",0,"24,157.00","21,340.00",-0.33
mabc,mabc,4/5/2017 0:00,uniquevisitors,0,"57,240.00",,"51,582.00",0,"62,898.00","55,083.00",-0.76
mabc,mabc,4/5/2017 0:00,vdp,0,"16,628.00",,"14,929.00",0,"18,327.00","16,807.00",0.21
mabc,mabc,4/5/2017 0:00,visits,0,"68,513.00",,"61,911.00",0,"75,115.00","65,745.00",-0.84
mabc,mabc,4/6/2017 0:00,bouncerate,0,31.88,,29.35,0,34.41,30.83,-0.83
mabc,mabc,4/6/2017 0:00,event1,0,705,,589,1,820,773,1.18
mabc,mabc,4/6/2017 0:00,event2,1,"6,894.00",6,"5,979.00",10,"7,809.00",6,-15.06
mabc,mabc,4/6/2017 0:00,pageviews,0,"336,303.00",,"303,450.00",1,"369,156.00","358,624.00",1.36
mabc,mabc,4/6/2017 0:00,ppv,0,4.98,,4.78,1,5.17,5.15,1.82
mabc,mabc,4/6/2017 0:00,sni,0,"21,942.00",,"19,538.00",0,"24,346.00","22,926.00",0.82
mabc,mabc,4/6/2017 0:00,uniquevisitors,0,"56,165.00",,"50,528.00",0,"61,801.00","58,395.00",0.79
mabc,mabc,4/6/2017 0:00,vdp,0,"16,996.00",,"15,274.00",0,"18,718.00","17,608.00",0.71
mabc,mabc,4/6/2017 0:00,visits,0,"66,670.00",,"60,087.00",0,"73,253.00","69,593.00",0.89
mabc,mabc,4/7/2017 0:00,bouncerate,0,30.85,,28.41,1,33.29,29.51,-1.1
mabc,mabc,4/7/2017 0:00,event1,0,682,,570,1,795,614,-1.2
mabc,mabc,4/7/2017 0:00,event2,1,"6,191.00",12,"5,349.00",10,"7,032.00",12,-14.69
mabc,mabc,4/7/2017 0:00,pageviews,0,"366,334.00",,"333,267.00",0,"399,402.00","350,846.00",-0.94
mabc,mabc,4/7/2017 0:00,ppv,0,5.08,,4.89,1,5.28,5.18,1.01
mabc,mabc,4/7/2017 0:00,sni,0,"23,303.00",,"20,906.00",0,"25,700.00","22,542.00",-0.63
mabc,mabc,4/7/2017 0:00,uniquevisitors,0,"59,414.00",,"53,797.00",1,"65,032.00","56,307.00",-1.11
mabc,mabc,4/7/2017 0:00,vdp,0,"18,152.00",,"16,321.00",0,"19,983.00","17,525.00",-0.68
mabc,mabc,4/7/2017 0:00,visits,0,"71,167.00",,"64,598.00",1,"77,737.00","67,724.00",-1.05
mabc,mabc,4/8/2017 0:00,bouncerate,0,28.24,,26,1,30.47,29.79,1.39
mabc,mabc,4/8/2017 0:00,event1,0,644,,538,0,750,680,0.68
mabc,mabc,4/8/2017 0:00,event2,1,"5,357.00",6,"4,612.00",10,"6,102.00",6,-14.37
mabc,mabc,4/8/2017 0:00,pageviews,0,"366,180.00",,"333,156.00",1,"399,204.00","336,487.00",-1.8
mabc,mabc,4/8/2017 0:00,ppv,0,5.28,,5.08,1,5.47,5.16,-1.26
mabc,mabc,4/8/2017 0:00,sni,0,"24,120.00",,"21,735.00",1,"26,504.00","22,298.00",-1.53
mabc,mabc,4/8/2017 0:00,uniquevisitors,0,"56,914.00",,"51,289.00",1,"62,540.00","53,857.00",-1.09
mabc,mabc,4/8/2017 0:00,vdp,0,"19,270.00",,"17,335.00",1,"21,205.00","17,839.00",-1.48
mabc,mabc,4/8/2017 0:00,visits,0,"68,972.00",,"62,399.00",1,"75,545.00","65,202.00",-1.15
mabc,mabc,4/9/2017 0:00,bouncerate,0,30.81,,28.35,1,33.27,32.46,1.34
mabc,mabc,4/9/2017 0:00,event1,0,599,,501,0,698,558,-0.83
mabc,mabc,4/9/2017 0:00,event2,1,"4,117.00",7,"3,531.00",10,"4,703.00",7,-14.03
mabc,mabc,4/9/2017 0:00,pageviews,0,"276,394.00",,"242,805.00",0,"309,984.00","267,358.00",-0.54
mabc,mabc,4/9/2017 0:00,ppv,1,5.37,5.16,5.18,2,5.57,5.16,-2.15
mabc,mabc,4/9/2017 0:00,sni,0,"18,489.00",,"16,081.00",0,"20,898.00","18,099.00",-0.32
mabc,mabc,4/9/2017 0:00,uniquevisitors,0,"45,533.00",,"39,902.00",0,"51,165.00","45,397.00",-0.05
mabc,mabc,4/9/2017 0:00,vdp,0,"15,378.00",,"13,820.00",1,"16,936.00","14,422.00",-1.23
mabc,mabc,4/9/2017 0:00,visits,0,"51,662.00",,"45,076.00",0,"58,249.00","51,863.00",0.06
mabc,mabc,4/10/2017 0:00,bouncerate,0,31.23,,28.72,0,33.73,31.57,0.27
mabc,mabc,4/10/2017 0:00,event1,0,784,,655,0,912,788,0.06
mabc,mabc,4/10/2017 0:00,event2,1,"4,361.00",7,"3,727.00",10,"4,996.00",7,-13.71
mabc,mabc,4/10/2017 0:00,pageviews,0,"330,355.00",,"296,961.00",1,"363,748.00","356,856.00",1.59
mabc,mabc,4/10/2017 0:00,ppv,0,4.97,,4.76,0,5.17,5.01,0.36
mabc,mabc,4/10/2017 0:00,sni,0,"21,388.00",,"18,997.00",1,"23,779.00","23,134.00",1.46
mabc,mabc,4/10/2017 0:00,uniquevisitors,0,"55,550.00",,"49,964.00",1,"61,137.00","58,968.00",1.22
mabc,mabc,4/10/2017 0:00,vdp,1,"16,188.00","18,288.00","14,542.00",2,"17,834.00","18,288.00",2.55
mabc,mabc,4/10/2017 0:00,visits,0,"67,694.00",,"61,160.00",1,"74,227.00","71,289.00",1.1
